,pagenumber,form,OID,Domain,order,PreText,Question,CDASH,CDASHTYPE,SDTM,SDTMTYPE,codename,codelist,class,x,y,height,width
277,38.0,Injection Site Swelling,FA_VAC_SWELLING,,28.0,Maximum Measurement after Day 07,,FAMEASMX,SANOFI,,,,,question,75.866,217.671,15.744,181.128
278,38.0,Injection Site Swelling,FA_VAC_SWELLING,,33.0,Measurement Unit,,FAMEASU,SANOFI,,,UNIT,%;% INHIBITION;%(v/v);%(w/v);%(w/w);%/min;%cells/area;/100 HPFs;/100 WBC;/10^3 cells;/HPF;/L;/LPF;/VF;/dL;/day;/h;/kg;/mL;/mm3;/month;/nL;/pL;/uL;/wk;/year;1/dilution;100 IU/mL;10^10/L;10^11/L;10^12 IU/L;10^12/L;10^3 CFU;10^3 CFU/g;10^3 CFU/mL;10^3 DNA copies/mL;10^3 RNA copies/mL;10^3 copies/mL;10^3 organisms;10^3 organisms/g;10^3 organisms/mL;10^3/L;10^3/hpf;10^3/mm3;10^3/mm4;10^3/uL;10^4/L;10^4/hpf;10^5/L;10^5/hpf;10^6 CFU;10^6 CFU/g;10^6 CFU/mL;10^6 DNA copies/mL;10^6 IU;10^6 IU/mL;10^6 RNA copies/mL;10^6 copies/mL;10^6 organisms;10^6 organisms/g;10^6 organisms/mL;10^6 organisms/mg;10^6/L;10^6/g;10^6/hpf;10^6/mm3;10^6/uL;10^7/L;10^8/L;10^9 CFU;10^9 CFU/g;10^9 CFU/mL;10^9 organisms;10^9 organisms/g;10^9 organisms/mL;10^9 organisms/mg;10^9/L;AFU;AI;AMPULE;APL U/mL;APPLICATION;ASC;AU;AU/mL;AU/min;AgU/mL;Antibody Unit;BAG;BAR;BAU;BAU/mL;BE/mL;BEATS/MIN;BISCUIT;BLOCKS;BOLUS;BOTTLE;BOX;BREATHS/MIN;BU;BU/mL;Bq;Bq/L;Bq/g;Bq/kg;Bq/mL;Bq/mg;Bq/uL;Bq/ug;C;CAE;CAN;CAPFUL;CAPLET;CAPSULE;CARTRIDGE;CASE;CCID 50/dose;CCID 50/mL;CFU/g;CFU/mL;CIGAR;CIGARETTE;COAT;COI;CONTAINER;CUP;CYLINDER;Ci;Ci/L;Ci/g;Ci/kg;Ci/mL;Ci/mg;Ci/uL;Ci/ug;Coulomb;Ct;DAYS;DAgU;DAgU/mL;DIOPTER;DISK;DNA copies/mL;DPM;DRUM;EID 50/dose;EID 50/mL;ELISA unit;ELISA unit/dose;ELISA unit/mL;EU;Enzyme U;F;FEU;FINGERTIP UNIT;Farad;Frames/s;GBq;GBq/g;GBq/mg;GBq/ug;GI/L;GLASS;GPL U/mL;Gauss;Gy;HAU/100 uL;HEP;HOMEOPATHIC DILUTION;HOURS;HPF;Hb Fract.;Hemolytic Unit;Henry;Hounsfield Unit;Hz;IMPLANT;INDEX VALUE;INHALATION;IU;IU/L;IU/dL;IU/g;IU/kg;IU/kg/h;IU/mL;IU/mg;IU^4;IV;Immune Status Ratio (ISR);JAR;Joule;KALLIKREIN INHIBITOR UNIT;KIT;L;L/L;L/h;L/h/m2;L/kg;L/min;L/min/m2;L/s;LB;LOZENGE;LPF;Log10 ELISA unit;Log10 ELISA unit/dose;Log10 GEq/mL;Log10 PFU/mL;MBq;MBq/uL;MESF;MFI;MHz;MONTHS;MPL U/mL;Mile;NEBULE;NEEDLE GAUGE;NIU;Newton;PACK;PACKAGE;PACKET;PATCH;PELLET;PFU;PFU/dose;PFU/mL;PIPE;PIXEL;PIXELS/cm;PIXELS/in;PNU/mL;POINT;POUCH;PRESSOR UNITS;PUFF;Pa;Pack Year;Perfusion unit;Perfusion unit*sec;QUANTITY SUFFICIENT;RATIO;RING;RNA copies/mL;Rad;Roentgen;SACHET;SBE/mL;SCO;SCOOPFUL;SFC;SFC/10^6 PBMC;SPRAY;SQU/mL;STANDARD DRINK/day;STEPS;STRIP;SUPPOSITORY;SYRINGE;Shock Wave;Siemens;Signals/cells;Sv;TABLET;TAMPON;TCID 50/dose;TI/L;TRACE;TROCHE;TUBE;Tbsp;Tesla;Torr;U;U.CARR;U/L;U/animal;U/cL;U/dL;U/g;U/g/day;U/g/h;U/g/min;U/kg;U/kg/day;U/kg/h;U/kg/min;U/m2;U/m2/day;U/m2/h;U/m2/min;U/mL;U/mg;U/mmol;V;V/sec;VIAL;VIRTUAL PIXEL;WAFER;WEEKS;Watt;Weber;YEARS;ag;amol;amp;amu;anti-Xa IU;anti-Xa IU/mL;atm;bel;cGy;cL;cal;cc;cd;cells/mm3;cells/uL;cg;cm;cm H2O;cm/min;cm/s;cm2;cmol;cmol/L;copies/mL;copies/uL;cpm;cs;cy/cm;cycle/min;cycle/sec;dB;dL;damol/L;deg;dmol;dpm/0.5 mL;dpm/100mg;dpm/mL;dpm/mg;dram;dyn;eq;fL;fg;fmol;fmol/L;fmol/g;foz_br;foz_us;fraction of 1;ft;ft2;ft3;g;g/24h;g/L;g/animal;g/animal/day;g/animal/wk;g/cage;g/cage/day;g/cage/wk;g/cm2;g/dL;g/day;g/g;g/g Creatinine;g/g/day;g/kg;g/kg/day;g/m2;g/m2/day;g/mol;grain;gtt;hPa;in;in2;kAU/L;kBq;kBq/uL;kDa;kHz;kIU;kN/cm2;kPa;kPa/L/sec;kU/L;kUSP;kat;kcal;kg;kg/L;kg/cm;kg/cm2;kg/m2;km;km/h;ks;lbf;lm;log EID 50/dose;log10 CCID 50/dose;log10 CFU/g;log10 CFU/mL;log10 IU/mL;log10 TCID 50/dose;log10 copies/mL;lx;m;m/sec;m/sec2;m2;m3;mCi;mCi/L;mCi/kg;mEq;mEq/L;mEq/dL;mEq/day;mEq/g;mEq/kg;mEq/mL;mEq/mmol;mEq/uL;mEq/ug;mIU/L;mIU/mL;mJoule/cm2;mL;mL/animal;mL/animal/day;mL/animal/wk;mL/breath;mL/cage;mL/cage/day;mL/cage/wk;mL/cm;mL/cm H2O;mL/dL;mL/day;mL/g;mL/g/day;mL/g/h;mL/g/min;mL/h;mL/h/uL of lysat;mL/kg;mL/kg/day;mL/kg/h;mL/kg/min;mL/m2;mL/m2/day;mL/m2/h;mL/m2/min;mL/min;mL/min/1.73m2;mL/min/SSA;mL/min/mmHg;mL/mmHg;mL/mmHg/min/L;mL/s;mL/sec/1.73m2;mOsm;mOsm/kg;mPa;mU/L;mU/mL;mV;mV*min;mV2/Hz;mcg/dL;mg;mg%;mg/24h;mg/L;mg/L FEU;mg/animal;mg/dL;mg/day;mg/g;mg/g Creatinine;mg/g/day;mg/g/h;mg/g/min;mg/h;mg/kg;mg/kg/day;mg/kg/h;mg/kg/min;mg/m2;mg/m2/day;mg/m2/h;mg/m2/min;mg/mL/min;mg/min;mg/mmol Creatinine;mg/mol;min;mkat;mm;mm/2h;mm/h;mm/min;mm/sec;mm2;mm3;mmHg;mmHg/L/min;mmHg/sec;mmol;mmol FA/mL/h;mmol/L;mmol/day;mmol/g;mmol/kg;mmol/min/kPa;mmol/min/kPa/L;mmol/mol;mmol^2/L^2;mol;mol/L;mol/g;mol/mL;mol/mg;mol/mol;mph;msec;nCi;nL;nU/cL;nU/mL;ng;ng/L;ng/dL;ng/mL;nkat;nkat/L;nm;nmol;nmol BCE/L;nmol BCE/mmol;nmol/L;nmol/dL;nmol/hr/mg protein;nmol/mL/min;nmol/min/mg protein;nsec;ohm;osm;oz;pL;per min;per sec;pg;pg/L;pg/dL;pg/mL;pkat;pm;pmol;pmol/L;pmol/min/uL of lysat;pmol/punch/hr;pools/day;pools/h;ppb;ppm;ppth;pptr;psec;psi;pt_br;pt_us;rpm;sABC;sMEC;scm;sec;titer;tsp;tuberculin unit;tuberculin unit/mL;uCi;uCi/L;uCi/kg;uEq;uEq/L;uIU/mL;uL;uL/mL;uOsM;uU/mL;uV;uV*sec;ug;ug/L;ug/animal;ug/dL;ug/day;ug/g/day;ug/g/h;ug/g/min;ug/h;ug/kg;ug/kg/day;ug/kg/h;ug/kg/min;ug/m2;ug/m2/day;ug/m2/h;ug/m2/min;ug/mL;ug/mL/h;ug/min;ugEq;ukat;ukat/L;um;um2;umol;umol/L;umol/L/min;umol/L/sec;umol/day;umol/mg/min;umol/min;usec;v/v;yd;NONE;OTHER,question,70.866,127.671,15.744,89.556
279,38.0,Injection Site Swelling,FA_VAC_SWELLING,,34.0,Caused Study Termination,,FADIS,SANOFI,,,NY_YN,Y;N,question,70.866,108.671,15.744,128.532
280,38.0,Injection Site Swelling,FA_VAC_SWELLING,,35.0,Measurement Method at Day 00,,FAMETH00,SANOFI,,,,,question,70.866,73.671,15.744,155.172
281,39.0,Injection Site Swelling,FA_VAC_SWELLING,,2.0,Measurement Method at Day 01,,FAMETH01,SANOFI,,,,,question,70.866,666.671,15.744,155.172
282,39.0,Injection Site Swelling,FA_VAC_SWELLING,,3.0,Measurement Method at Day 02,,FAMETH02,SANOFI,,,,,question,70.866,649.671,15.744,155.172
283,39.0,Injection Site Swelling,FA_VAC_SWELLING,,4.0,Measurement Method at Day 03,,FAMETH03,SANOFI,,,,,question,70.866,632.671,15.744,155.172
284,39.0,Injection Site Swelling,FA_VAC_SWELLING,,5.0,Measurement Method at Day 04,,FAMETH04,SANOFI,,,,,question,70.866,615.671,15.744,155.172
285,39.0,Injection Site Swelling,FA_VAC_SWELLING,,6.0,Measurement Method at Day 05,,FAMETH05,SANOFI,,,,,question,70.866,598.671,15.744,155.172
286,39.0,Injection Site Swelling,FA_VAC_SWELLING,,7.0,Measurement Method at Day 06,,FAMETH06,SANOFI,,,,,question,70.866,581.671,15.744,155.172
287,39.0,Injection Site Swelling,FA_VAC_SWELLING,,8.0,Measurement Method at Day 07,,FAMETH07,SANOFI,,,,,question,70.866,564.671,15.744,155.172
288,39.0,Injection Site Swelling,FA_VAC_SWELLING,,9.0,Maximum Measurement Method,,FAMETHMX,SANOFI,,,,,question,70.866,547.671,15.744,158.508
289,40.0,Injection Site Induration,FA_VAC_INDURATION,FA,2.0,Category of Reaction,What [is/was] the [type/category/name] (of the [measurement/test/examination/specimen/sample])?,FACAT,IG,FACAT,IG,AECAT,ADVERSE EVENT;ADVERSE EVENT OF SPECIAL INTEREST;ALLERGIC REACTION;ALT INCREASE;ASTHMA EXACERBATION EVENT;BLEEDING EVENT;BONE FRACTURE;DRUG ALLERGY EVENT;EPISTAXIS EVENT;FOREIGN BODY REACTION EVENT;HYPERCALCEMIA;HYPOGLYCEMIA;INCREASED CALCITONIN;INCREASED LIPASE/AMYLASE;INFECTION EVENT;INJECTION SITE REACTION;METABOLIC ACIDOSIS EVENT;NEUROLOGIC DISORDER;OVERDOSE;PANCREATIC EVENT;PERIPHERAL NEUROPATHY EVENT;PREGNANCY;RENAL FAILURE;SERIOUS HYPOGLYCEMIA;SOLICITED;SUSPECTED OR CONFIRMED CEREBROVASCULAR EVENT;SUSPECTED OR CONFIRMED DIABETIC KETOACIDOSIS;SUSPECTED OR CONFIRMED HEART FAILURE;SUSPECTED OR CONFIRMED MYOCARDIAL INFARCTION / UNSTABLE ANGINA;UNSOLICITED;VASCULITIS EVENT;OTHER,question,70.866,666.671,15.744,102.528
290,40.0,Injection Site Induration,FA_VAC_INDURATION,FA,3.0,Subcategory of Reaction,What [is/was] the [type/subcategory/name] (of the [measurement/test/examination/specimen/sample])?,FASCAT,IG,FASCAT,IG,AESCAT_01,ADMINISTRATION SITE;SYSTEMIC,question,70.866,77.671,15.744,118.524
291,41.0,Injection Site Induration,FA_VAC_INDURATION,FA,3.0,Solicited Reaction Name,[Sponsored-defined phrase],FAOBJ,IG,FAOBJ,IG,,,question,70.866,647.671,15.744,119.808
912,41.0,Injection Site Induration,FA_VAC_INDURATION,,4.0,Did the subject report Injection Site Induration at least once between Day 00 and Day 07 after vaccination?,,PROMPT_FA_01,SANOFI,,,,,question,70.866,630.659,15.948,454.872
293,41.0,Injection Site Induration,FA_VAC_INDURATION,,6.0,Injection Site Induration,,FAOCCUR,SANOFI,,,NY_YN,Y;N,question,70.866,599.671,15.744,117.192
294,41.0,Injection Site Induration,FA_VAC_INDURATION,,9.0,"If the answer is NO, then leave all the fields below blank.",,PROMPT_FA_02,SANOFI,,,,,question,70.866,564.659,15.948,274.68
295,41.0,Injection Site Induration,FA_VAC_INDURATION,,10.0,Action Taken (Check all that apply),,PROMPT_FAACN,SANOFI,,,,,question,70.866,547.671,15.948,173.448
296,41.0,Injection Site Induration,FA_VAC_INDURATION,,11.0,None,,FAACTN,SANOFI,,,,,question,80.866,530.671,15.744,25.98
297,41.0,Injection Site Induration,FA_VAC_INDURATION,,12.0,Medication,,FAACMED,SANOFI,,,,,question,80.866,513.671,15.744,54.588
298,41.0,Injection Site Induration,FA_VAC_INDURATION,,13.0,Health Care Provider Contact,,FAACTHC,SANOFI,,,,,question,80.866,496.671,15.744,142.14
299,41.0,Injection Site Induration,FA_VAC_INDURATION,,14.0,Hospitalized,,FAACTHO,SANOFI,,,,,question,80.866,479.671,15.744,60.576
914,41.0,Injection Site Induration,FA_VAC_INDURATION,,15.0,"Enter the Maximum daily Measurement from Day 00 to Day 07. If the Measurement is missing, enter 'UNK' for Unknown.",,PROMPT_MEAS,SANOFI,,,,,question,70.866,462.659,15.948,457.272
917,41.0,Injection Site Induration,FA_VAC_INDURATION,,16.0,"Enter the Maximum Measurement considering the interval from Day 08 until the End Date. If the Measurement is missing, enter 'UNK' for Unknown.",,PROMPT_MXMEAS,SANOFI,,,,,question,70.866,448.659,15.948,126.348
300,41.0,Injection Site Induration,FA_VAC_INDURATION,,17.0,Measurement at Day 00,,FAMEAS00,SANOFI,,,,,question,75.866,431.671,15.744,114.864
301,41.0,Injection Site Induration,FA_VAC_INDURATION,,21.0,Measurement at Day 01,,FAMEAS01,SANOFI,,,,,question,75.866,341.671,15.744,114.864
302,41.0,Injection Site Induration,FA_VAC_INDURATION,,24.0,Measurement at Day 02,,FAMEAS02,SANOFI,,,,,question,75.866,251.671,15.744,114.864
303,41.0,Injection Site Induration,FA_VAC_INDURATION,,27.0,Measurement at Day 03,,FAMEAS03,SANOFI,,,,,question,75.866,161.671,15.744,114.864
304,41.0,Injection Site Induration,FA_VAC_INDURATION,,30.0,Measurement at Day 04,,FAMEAS04,SANOFI,,,,,question,75.866,71.671,15.744,114.864
913,42.0,Injection Site Induration,FA_VAC_INDURATION,,0.0,Discontinuation of study vaccination,,FAACNC,SANOFI,,,,,unassigned,-100.0,760.0,15.0,100.0
918,42.0,Injection Site Induration,FA_VAC_INDURATION,,2.0,"If the reaction is too large to measure, check 'NM' for Non Measurable",,FAMSNMMX,SANOFI,,,,,question,80.866,666.671,15.744,280.008
305,42.0,Injection Site Induration,FA_VAC_INDURATION,,4.0,Measurement at Day 05,,FAMEAS05,SANOFI,,,,,question,75.866,614.671,15.744,114.864
306,42.0,Injection Site Induration,FA_VAC_INDURATION,,7.0,Measurement at Day 06,,FAMEAS06,SANOFI,,,,,question,75.866,524.671,15.744,114.864
307,42.0,Injection Site Induration,FA_VAC_INDURATION,,10.0,Measurement at Day 07,,FAMEAS07,SANOFI,,,,,question,75.866,434.671,15.744,114.864
915,42.0,Injection Site Induration,FA_VAC_INDURATION,,20.0,"If a reaction is ongoing after Day 07, enter the Maximum Measurement available at the time of reporting.",,PROMPT_ONGOING,SANOFI,,,,,question,70.866,344.659,15.948,457.212
308,42.0,Injection Site Induration,FA_VAC_INDURATION,,22.0,Ongoing after Day 07?,,FAONGO,SANOFI,,,,,question,80.866,313.671,15.744,110.232
916,42.0,Injection Site Induration,FA_VAC_INDURATION,,23.0,"When the End Date is obtained, ensure that the Maximum Measurement is still correct while considering the interval from Day 8 until the End Date.",,PROMPT_FASEV1,SANOFI,,,,,question,70.866,296.659,15.948,444.54
309,42.0,Injection Site Induration,FA_VAC_INDURATION,,25.0,End date,,FAENDAT,SANOFI,,,,,question,80.866,265.671,15.744,42.276
310,42.0,Injection Site Induration,FA_VAC_INDURATION,,28.0,Maximum Measurement after Day 07,,FAMEASMX,SANOFI,,,,,question,75.866,217.671,15.744,181.128
311,42.0,Injection Site Induration,FA_VAC_INDURATION,,33.0,Measurement Unit,,FAMEASU,SANOFI,,,UNIT,%;% INHIBITION;%(v/v);%(w/v);%(w/w);%/min;%cells/area;/100 HPFs;/100 WBC;/10^3 cells;/HPF;/L;/LPF;/VF;/dL;/day;/h;/kg;/mL;/mm3;/month;/nL;/pL;/uL;/wk;/year;1/dilution;100 IU/mL;10^10/L;10^11/L;10^12 IU/L;10^12/L;10^3 CFU;10^3 CFU/g;10^3 CFU/mL;10^3 DNA copies/mL;10^3 RNA copies/mL;10^3 copies/mL;10^3 organisms;10^3 organisms/g;10^3 organisms/mL;10^3/L;10^3/hpf;10^3/mm3;10^3/mm4;10^3/uL;10^4/L;10^4/hpf;10^5/L;10^5/hpf;10^6 CFU;10^6 CFU/g;10^6 CFU/mL;10^6 DNA copies/mL;10^6 IU;10^6 IU/mL;10^6 RNA copies/mL;10^6 copies/mL;10^6 organisms;10^6 organisms/g;10^6 organisms/mL;10^6 organisms/mg;10^6/L;10^6/g;10^6/hpf;10^6/mm3;10^6/uL;10^7/L;10^8/L;10^9 CFU;10^9 CFU/g;10^9 CFU/mL;10^9 organisms;10^9 organisms/g;10^9 organisms/mL;10^9 organisms/mg;10^9/L;AFU;AI;AMPULE;APL U/mL;APPLICATION;ASC;AU;AU/mL;AU/min;AgU/mL;Antibody Unit;BAG;BAR;BAU;BAU/mL;BE/mL;BEATS/MIN;BISCUIT;BLOCKS;BOLUS;BOTTLE;BOX;BREATHS/MIN;BU;BU/mL;Bq;Bq/L;Bq/g;Bq/kg;Bq/mL;Bq/mg;Bq/uL;Bq/ug;C;CAE;CAN;CAPFUL;CAPLET;CAPSULE;CARTRIDGE;CASE;CCID 50/dose;CCID 50/mL;CFU/g;CFU/mL;CIGAR;CIGARETTE;COAT;COI;CONTAINER;CUP;CYLINDER;Ci;Ci/L;Ci/g;Ci/kg;Ci/mL;Ci/mg;Ci/uL;Ci/ug;Coulomb;Ct;DAYS;DAgU;DAgU/mL;DIOPTER;DISK;DNA copies/mL;DPM;DRUM;EID 50/dose;EID 50/mL;ELISA unit;ELISA unit/dose;ELISA unit/mL;EU;Enzyme U;F;FEU;FINGERTIP UNIT;Farad;Frames/s;GBq;GBq/g;GBq/mg;GBq/ug;GI/L;GLASS;GPL U/mL;Gauss;Gy;HAU/100 uL;HEP;HOMEOPATHIC DILUTION;HOURS;HPF;Hb Fract.;Hemolytic Unit;Henry;Hounsfield Unit;Hz;IMPLANT;INDEX VALUE;INHALATION;IU;IU/L;IU/dL;IU/g;IU/kg;IU/kg/h;IU/mL;IU/mg;IU^4;IV;Immune Status Ratio (ISR);JAR;Joule;KALLIKREIN INHIBITOR UNIT;KIT;L;L/L;L/h;L/h/m2;L/kg;L/min;L/min/m2;L/s;LB;LOZENGE;LPF;Log10 ELISA unit;Log10 ELISA unit/dose;Log10 GEq/mL;Log10 PFU/mL;MBq;MBq/uL;MESF;MFI;MHz;MONTHS;MPL U/mL;Mile;NEBULE;NEEDLE GAUGE;NIU;Newton;PACK;PACKAGE;PACKET;PATCH;PELLET;PFU;PFU/dose;PFU/mL;PIPE;PIXEL;PIXELS/cm;PIXELS/in;PNU/mL;POINT;POUCH;PRESSOR UNITS;PUFF;Pa;Pack Year;Perfusion unit;Perfusion unit*sec;QUANTITY SUFFICIENT;RATIO;RING;RNA copies/mL;Rad;Roentgen;SACHET;SBE/mL;SCO;SCOOPFUL;SFC;SFC/10^6 PBMC;SPRAY;SQU/mL;STANDARD DRINK/day;STEPS;STRIP;SUPPOSITORY;SYRINGE;Shock Wave;Siemens;Signals/cells;Sv;TABLET;TAMPON;TCID 50/dose;TI/L;TRACE;TROCHE;TUBE;Tbsp;Tesla;Torr;U;U.CARR;U/L;U/animal;U/cL;U/dL;U/g;U/g/day;U/g/h;U/g/min;U/kg;U/kg/day;U/kg/h;U/kg/min;U/m2;U/m2/day;U/m2/h;U/m2/min;U/mL;U/mg;U/mmol;V;V/sec;VIAL;VIRTUAL PIXEL;WAFER;WEEKS;Watt;Weber;YEARS;ag;amol;amp;amu;anti-Xa IU;anti-Xa IU/mL;atm;bel;cGy;cL;cal;cc;cd;cells/mm3;cells/uL;cg;cm;cm H2O;cm/min;cm/s;cm2;cmol;cmol/L;copies/mL;copies/uL;cpm;cs;cy/cm;cycle/min;cycle/sec;dB;dL;damol/L;deg;dmol;dpm/0.5 mL;dpm/100mg;dpm/mL;dpm/mg;dram;dyn;eq;fL;fg;fmol;fmol/L;fmol/g;foz_br;foz_us;fraction of 1;ft;ft2;ft3;g;g/24h;g/L;g/animal;g/animal/day;g/animal/wk;g/cage;g/cage/day;g/cage/wk;g/cm2;g/dL;g/day;g/g;g/g Creatinine;g/g/day;g/kg;g/kg/day;g/m2;g/m2/day;g/mol;grain;gtt;hPa;in;in2;kAU/L;kBq;kBq/uL;kDa;kHz;kIU;kN/cm2;kPa;kPa/L/sec;kU/L;kUSP;kat;kcal;kg;kg/L;kg/cm;kg/cm2;kg/m2;km;km/h;ks;lbf;lm;log EID 50/dose;log10 CCID 50/dose;log10 CFU/g;log10 CFU/mL;log10 IU/mL;log10 TCID 50/dose;log10 copies/mL;lx;m;m/sec;m/sec2;m2;m3;mCi;mCi/L;mCi/kg;mEq;mEq/L;mEq/dL;mEq/day;mEq/g;mEq/kg;mEq/mL;mEq/mmol;mEq/uL;mEq/ug;mIU/L;mIU/mL;mJoule/cm2;mL;mL/animal;mL/animal/day;mL/animal/wk;mL/breath;mL/cage;mL/cage/day;mL/cage/wk;mL/cm;mL/cm H2O;mL/dL;mL/day;mL/g;mL/g/day;mL/g/h;mL/g/min;mL/h;mL/h/uL of lysat;mL/kg;mL/kg/day;mL/kg/h;mL/kg/min;mL/m2;mL/m2/day;mL/m2/h;mL/m2/min;mL/min;mL/min/1.73m2;mL/min/SSA;mL/min/mmHg;mL/mmHg;mL/mmHg/min/L;mL/s;mL/sec/1.73m2;mOsm;mOsm/kg;mPa;mU/L;mU/mL;mV;mV*min;mV2/Hz;mcg/dL;mg;mg%;mg/24h;mg/L;mg/L FEU;mg/animal;mg/dL;mg/day;mg/g;mg/g Creatinine;mg/g/day;mg/g/h;mg/g/min;mg/h;mg/kg;mg/kg/day;mg/kg/h;mg/kg/min;mg/m2;mg/m2/day;mg/m2/h;mg/m2/min;mg/mL/min;mg/min;mg/mmol Creatinine;mg/mol;min;mkat;mm;mm/2h;mm/h;mm/min;mm/sec;mm2;mm3;mmHg;mmHg/L/min;mmHg/sec;mmol;mmol FA/mL/h;mmol/L;mmol/day;mmol/g;mmol/kg;mmol/min/kPa;mmol/min/kPa/L;mmol/mol;mmol^2/L^2;mol;mol/L;mol/g;mol/mL;mol/mg;mol/mol;mph;msec;nCi;nL;nU/cL;nU/mL;ng;ng/L;ng/dL;ng/mL;nkat;nkat/L;nm;nmol;nmol BCE/L;nmol BCE/mmol;nmol/L;nmol/dL;nmol/hr/mg protein;nmol/mL/min;nmol/min/mg protein;nsec;ohm;osm;oz;pL;per min;per sec;pg;pg/L;pg/dL;pg/mL;pkat;pm;pmol;pmol/L;pmol/min/uL of lysat;pmol/punch/hr;pools/day;pools/h;ppb;ppm;ppth;pptr;psec;psi;pt_br;pt_us;rpm;sABC;sMEC;scm;sec;titer;tsp;tuberculin unit;tuberculin unit/mL;uCi;uCi/L;uCi/kg;uEq;uEq/L;uIU/mL;uL;uL/mL;uOsM;uU/mL;uV;uV*sec;ug;ug/L;ug/animal;ug/dL;ug/day;ug/g/day;ug/g/h;ug/g/min;ug/h;ug/kg;ug/kg/day;ug/kg/h;ug/kg/min;ug/m2;ug/m2/day;ug/m2/h;ug/m2/min;ug/mL;ug/mL/h;ug/min;ugEq;ukat;ukat/L;um;um2;umol;umol/L;umol/L/min;umol/L/sec;umol/day;umol/mg/min;umol/min;usec;v/v;yd;NONE;OTHER,question,70.866,127.671,15.744,89.556
312,42.0,Injection Site Induration,FA_VAC_INDURATION,,34.0,Caused Study Termination,,FADIS,SANOFI,,,NY_YN,Y;N,question,70.866,108.671,15.744,128.532
313,42.0,Injection Site Induration,FA_VAC_INDURATION,,35.0,Measurement Method at Day 00,,FAMETH00,SANOFI,,,,,question,70.866,73.671,15.744,155.172
314,43.0,Injection Site Induration,FA_VAC_INDURATION,,2.0,Measurement Method at Day 01,,FAMETH01,SANOFI,,,,,question,70.866,666.671,15.744,155.172
315,43.0,Injection Site Induration,FA_VAC_INDURATION,,3.0,Measurement Method at Day 02,,FAMETH02,SANOFI,,,,,question,70.866,649.671,15.744,155.172
316,43.0,Injection Site Induration,FA_VAC_INDURATION,,4.0,Measurement Method at Day 03,,FAMETH03,SANOFI,,,,,question,70.866,632.671,15.744,155.172
317,43.0,Injection Site Induration,FA_VAC_INDURATION,,5.0,Measurement Method at Day 04,,FAMETH04,SANOFI,,,,,question,70.866,615.671,15.744,155.172
318,43.0,Injection Site Induration,FA_VAC_INDURATION,,6.0,Measurement Method at Day 05,,FAMETH05,SANOFI,,,,,question,70.866,598.671,15.744,155.172
319,43.0,Injection Site Induration,FA_VAC_INDURATION,,7.0,Measurement Method at Day 06,,FAMETH06,SANOFI,,,,,question,70.866,581.671,15.744,155.172
320,43.0,Injection Site Induration,FA_VAC_INDURATION,,8.0,Measurement Method at Day 07,,FAMETH07,SANOFI,,,,,question,70.866,564.671,15.744,155.172
321,43.0,Injection Site Induration,FA_VAC_INDURATION,,9.0,Maximum Measurement Method,,FAMETHMX,SANOFI,,,,,question,70.866,547.671,15.744,158.508
322,44.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,FA,2.0,Category of Reaction,What [is/was] the [type/category/name] (of the [measurement/test/examination/specimen/sample])?,FACAT,IG,FACAT,IG,AECAT,ADVERSE EVENT;ADVERSE EVENT OF SPECIAL INTEREST;ALLERGIC REACTION;ALT INCREASE;ASTHMA EXACERBATION EVENT;BLEEDING EVENT;BONE FRACTURE;DRUG ALLERGY EVENT;EPISTAXIS EVENT;FOREIGN BODY REACTION EVENT;HYPERCALCEMIA;HYPOGLYCEMIA;INCREASED CALCITONIN;INCREASED LIPASE/AMYLASE;INFECTION EVENT;INJECTION SITE REACTION;METABOLIC ACIDOSIS EVENT;NEUROLOGIC DISORDER;OVERDOSE;PANCREATIC EVENT;PERIPHERAL NEUROPATHY EVENT;PREGNANCY;RENAL FAILURE;SERIOUS HYPOGLYCEMIA;SOLICITED;SUSPECTED OR CONFIRMED CEREBROVASCULAR EVENT;SUSPECTED OR CONFIRMED DIABETIC KETOACIDOSIS;SUSPECTED OR CONFIRMED HEART FAILURE;SUSPECTED OR CONFIRMED MYOCARDIAL INFARCTION / UNSTABLE ANGINA;UNSOLICITED;VASCULITIS EVENT;OTHER,question,70.866,666.671,15.744,102.528
323,44.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,FA,3.0,Subcategory of Reaction,What [is/was] the [type/subcategory/name] (of the [measurement/test/examination/specimen/sample])?,FASCAT,IG,FASCAT,IG,AESCAT_01,ADMINISTRATION SITE;SYSTEMIC,question,70.866,77.671,15.744,118.524
324,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,FA,2.0,Solicited Reaction Name,[Sponsored-defined phrase],FAOBJ,IG,FAOBJ,IG,,,question,70.866,647.671,15.744,119.808
959,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,3.0,"Enter the Maximum daily Temperature with one decimal value (e.g. 100.1 or 100.0) from Day 00 to Day 07. If the Temperature is missing, enter 'UNK' for Unknown and leave the Route blank.",,PROMPT_FA_TEM01,SANOFI,,,,,question,70.866,630.659,15.948,478.932
326,45.0,Systemic Reaction Temperature,FA_VAC_TEMPERATURE,,6.0,Temperature at Day 00,,FAMEAS00,SANOFI,,,,,question,75.866,585.671,15.744,110.844
